id,stock_num,vendor_id,total_sales_price,size,city,state,country,available,cert_num,shape,color,meas_length,meas_width,meas_depth,meas_ratio,image_url,video_url,cert_url,price_per_carat,lab,fancy_color_dominant_color,fancy_color_secondary_color,fancy_color_overtone,fancy_color_intensity,clarity,cut,symmetry,polish,depth_percent,table_percent,girdle_min,girdle_max,fluor_color,fluor_intensity,short_title,crown_height,crown_angle,pavilion_depth,pavilion_angle,eye_clean,discount_percent,bgm,girdle_percent,created_at,updated_at,base_price_per_carat,base_price,clarity_long,clarity_short,culet_size_long,culet_size_short,cut_long,cut_short,fluorescence_intensity_long,fluorescence_intensity_short,lab_long,lab_short,polish_long,polish_short,shape_long,shape_short,symmetry_long,symmetry_short,vendor_name,girdle_min_long,girdle_min_short,girdle_max_long,girdle_max_short,fancy_color_long,fancy_color_short,fancy_color_intensity_long,fancy_color_intensity_short,long_title,vendor_phone,vendor_mobile_phone,vendor_email,contact_person,vendor_street_address,vendor_city,vendor_state,vendor_country,vendor_zip_code,vendor_iphone
40670727,LC0012,26307,654.00,1.2,,,St,1,,Round,F,6.93,6.96,4.14,,https://thelabimage.com/REALIMAGELAB/LC0012.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0012.HTML,,545.0,IGI,,,,,VS1,Ideal,Excellent,Excellent,59.6,58.5,,MEDIUM (FACETED),,None,Round 1.20ct F VS1,13.5,33.0,43.0,40.9,100,-95.0,None,3.0,2022-02-22T11:58:09.371Z,2022-11-29T08:25:37.288Z,545.0,654.0,VS1,VS1,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.20ct F VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670739,LB0049,26307,1324.09,1.55,,,St,1,,Round,D,7.38,7.44,4.62,,https://thelabimage.com/REALIMAGELAB/LB0049.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0049.HTML,,854.25,IGI,,,,,VVS2,Ideal,Excellent,Excellent,62.4,56.0,,MEDIUM (FACETED),,None,Round 1.55ct D VVS2,15.5,35.1,43.5,41.1,100,-95.75,None,3.5,2022-02-22T11:58:11.697Z,2022-11-29T08:25:37.288Z,854.25,1324.09,VVS2,VVS2,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.55ct D VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670740,LB0057,26307,1332.63,1.56,,,St,1,,Round,D,7.4,7.43,4.62,,https://thelabimage.com/REALIMAGELAB/LB0057.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0057.HTML,,854.25,IGI,,,,,VVS2,Ideal,Excellent,Excellent,62.3,56.0,,MEDIUM (FACETED),,None,Round 1.56ct D VVS2,15.5,35.3,43.0,40.8,100,-95.75,None,3.6,2022-02-22T11:58:11.850Z,2022-11-29T08:25:37.288Z,854.25,1332.63,VVS2,VVS2,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.56ct D VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670741,LB0055,26307,1366.80,1.6,,,St,1,,Round,D,7.47,7.51,4.66,,https://thelabimage.com/REALIMAGELAB/LB0055.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0055.HTML,,854.25,IGI,,,,,VVS2,Ideal,Excellent,Excellent,62.2,57.0,,MEDIUM (FACETED),,None,Round 1.60ct D VVS2,15.5,35.3,43.5,41.0,100,-95.75,None,3.5,2022-02-22T11:58:12.005Z,2022-11-29T08:25:37.288Z,854.25,1366.8,VVS2,VVS2,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.60ct D VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670743,LB0009,26307,1147.50,1.5,,,St,1,,Round,D,7.29,7.33,4.53,,https://thelabimage.com/REALIMAGELAB/LB0009.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0009.HTML,,765.0,IGI,,,,,VS1,Excellent,Excellent,Excellent,62.0,60.0,,MEDIUM (FACETED),,None,Round 1.50ct D VS1,14.5,35.6,44.0,41.3,100,-95.75,None,3.7,2022-02-22T11:58:12.410Z,2022-11-29T08:25:37.288Z,765.0,1147.5,VS1,VS1,None,N,Excellent,EX,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.50ct D VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670746,LB0011,26307,1246.95,1.63,,,St,1,,Round,D,7.51,7.54,4.64,,https://thelabimage.com/REALIMAGELAB/LB0011.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0011.HTML,,765.0,IGI,,,,,VS1,Ideal,Excellent,Excellent,61.6,58.5,,MEDIUM (FACETED),,None,Round 1.63ct D VS1,15.0,35.9,43.0,40.6,100,-95.75,None,3.7,2022-02-22T11:58:13.047Z,2022-11-29T08:25:37.288Z,765.0,1246.95,VS1,VS1,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.63ct D VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670750,LB0015,26307,1185.28,1.67,,,St,1,,Round,E,7.56,7.61,4.69,,https://thelabimage.com/REALIMAGELAB/LB0015.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0015.HTML,,709.75,IGI,,,,,VS1,Ideal,Excellent,Excellent,61.9,57.0,,MEDIUM (FACETED),,None,Round 1.67ct E VS1,15.0,35.3,43.0,40.7,100,-95.75,None,3.8,2022-02-22T11:58:13.695Z,2022-11-29T08:25:37.288Z,709.75,1185.28,VS1,VS1,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.67ct E VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670752,LB0062,26307,1227.40,1.7,,,St,1,,Round,F,7.7,7.76,4.64,,https://thelabimage.com/REALIMAGELAB/LB0062.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0062.HTML,,722.0,IGI,,,,,VS1,Ideal,Excellent,Excellent,60.0,58.5,,MEDIUM (FACETED),,None,Round 1.70ct F VS1,13.5,33.4,43.0,40.8,100,-95.25,None,3.4,2022-02-22T11:58:14.096Z,2022-11-29T08:25:37.288Z,722.0,1227.4,VS1,VS1,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.70ct F VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670758,LB0047,26307,1077.48,1.64,,,St,1,,Round,E,7.55,7.58,4.64,,https://thelabimage.com/REALIMAGELAB/LB0047.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0047.HTML,,657.0,IGI,,,,,VS2,Ideal,Excellent,Excellent,61.4,58.5,SLIGHTLY THICK (FACETED),Medium,,None,Round 1.64ct E VS2,14.5,35.1,43.0,40.8,100,-95.5,None,3.7,2022-02-22T11:58:15.509Z,2022-11-29T08:25:37.288Z,657.0,1077.48,VS2,VS2,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,Medium,Medium,,,,,Round 1.64ct E VS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670765,LA0002,26307,1954.35,2.02,,,St,1,,Round,D,8.0,8.06,5.08,,https://thelabimage.com/REALIMAGELAB/LA0002.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LA0002.HTML,,967.5,IGI,,,,,VS2,Excellent,Excellent,Excellent,63.2,57.0,,MEDIUM (FACETED),,None,Round 2.02ct D VS2,16.0,36.4,43.5,41.1,100,-95.5,None,3.9,2022-02-22T11:58:16.708Z,2022-11-29T08:25:37.288Z,967.5,1954.35,VS2,VS2,None,N,Excellent,EX,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 2.02ct D VS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670779,LC0026,26307,538.08,1.14,,,St,1,,Oval,E,8.35,5.96,3.72,1.4,https://thelabimage.com/REALIMAGELAB/LC0026.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0026.HTML,,472.0,IGI,,,,,VS1,,Excellent,Excellent,62.4,58.5,SLIGHTLY THICK (FACETED),Medium,,None,Oval 1.14ct E VS1,15.0,36.3,44.0,40.6,100,-94.1,None,3.4,2022-02-22T11:58:19.253Z,2022-11-29T08:25:37.288Z,472.0,538.08,VS1,VS1,None,N,,,None,None,IGI,IGI,Excellent,EX,Oval,OV,Excellent,EX,Pal Diam,,,Medium,Medium,,,,,Oval 1.14ct E VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670783,LC0003,26307,557.81,1.19,,,St,1,,Oval,D,8.4,6.0,3.73,1.4,https://thelabimage.com/REALIMAGELAB/LC0003.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0003.HTML,,468.75,IGI,,,,,VS2,,Excellent,Excellent,62.2,61.5,SLIGHTLY THICK (FACETED),Medium,,None,Oval 1.19ct D VS2,15.0,38.2,42.5,39.5,100,-93.75,None,4.3,2022-02-22T11:58:20.043Z,2022-11-29T08:25:37.288Z,468.75,557.81,VS2,VS2,None,N,,,None,None,IGI,IGI,Excellent,EX,Oval,OV,Excellent,EX,Pal Diam,,,Medium,Medium,,,,,Oval 1.19ct D VS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670797,LB0041,26307,1030.40,1.61,,,St,1,,Oval,E,9.38,6.67,4.2,1.41,https://thelabimage.com/REALIMAGELAB/LB0041.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0041.HTML,,640.0,IGI,,,,,VS1,,Excellent,Excellent,63.0,59.0,SLIGHTLY THICK (FACETED),Medium,,None,Oval 1.61ct E VS1,13.5,33.8,45.5,41.4,100,-95.0,None,4.0,2022-02-22T11:58:22.538Z,2022-11-29T08:25:37.288Z,640.0,1030.4,VS1,VS1,None,N,,,None,None,IGI,IGI,Excellent,EX,Oval,OV,Excellent,EX,Pal Diam,,,Medium,Medium,,,,,Oval 1.61ct E VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670802,LB0059,26307,887.88,1.51,,,St,1,,Oval,F,9.18,6.49,4.07,1.41,https://thelabimage.com/REALIMAGELAB/LB0059.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LB0059.HTML,,588.0,IGI,,,,,VS2,,Excellent,Excellent,62.7,59.0,SLIGHTLY THICK (FACETED),Medium,,None,Oval 1.51ct F VS2,15.0,35.9,44.5,40.4,100,-94.75,None,3.4,2022-02-22T11:58:23.529Z,2022-11-29T08:25:37.288Z,588.0,887.88,VS2,VS2,None,N,,,None,None,IGI,IGI,Excellent,EX,Oval,OV,Excellent,EX,Pal Diam,,,Medium,Medium,,,,,Oval 1.51ct F VS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670812,LC0030,26307,510.26,1.02,,,St,1,,Pear,E,9.3,5.65,3.38,1.65,https://thelabimage.com/REALIMAGELAB/LC0030.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0030.HTML,,500.25,IGI,,,,,VVS2,,Excellent,Excellent,59.8,58.0,,Thin (Faceted),,None,Pear 1.02ct E VVS2,13.0,32.4,43.0,39.8,100,-94.25,None,3.7,2022-02-22T11:58:25.574Z,2022-11-29T08:25:37.288Z,500.25,510.26,VVS2,VVS2,None,N,,,None,None,IGI,IGI,Excellent,EX,Pear,PS,Excellent,EX,Pal Diam,,,,,,,,,Pear 1.02ct E VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670824,LA0018,26307,7813.58,4.51,,,St,1,,Emerald,E,10.84,7.72,5.19,1.4,https://thelabimage.com/REALIMAGELAB/LA0018.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LA0018.HTML,,1732.5,IGI,,,,,VS1,,Excellent,Excellent,67.2,65.5,Slightly Thick,Medium,,None,Emerald 4.51ct E VS1,12.0,17.9,51.5,37.1,100,-95.5,None,4.0,2022-02-22T11:58:27.771Z,2022-11-29T08:25:37.288Z,1732.5,7813.58,VS1,VS1,Large,L,,,None,None,IGI,IGI,Excellent,EX,Emerald,EC,Excellent,EX,Pal Diam,Slightly Thick,Slightly Thick,Medium,Medium,,,,,Emerald 4.51ct E VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40670827,LA0007,26307,11312.00,5.05,,,St,1,,Emerald,E,11.68,8.02,5.2,1.46,https://thelabimage.com/REALIMAGELAB/LA0007.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LA0007.HTML,,2240.0,IGI,,,,,VS1,,Excellent,Excellent,64.8,64.0,Slightly Thick,Medium,,None,Emerald 5.05ct E VS1,13.5,19.7,48.0,37.9,100,-96.0,None,3.6,2022-02-22T11:58:28.406Z,2022-11-29T08:25:37.288Z,2240.0,11312.0,VS1,VS1,Large,L,,,None,None,IGI,IGI,Excellent,EX,Emerald,EC,Excellent,EX,Pal Diam,Slightly Thick,Slightly Thick,Medium,Medium,,,,,Emerald 5.05ct E VS1,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40799951,B-1,26374,860.28,2.01,Surat,,India,1,517201288,Radiant,I,,,,1.35,https://view.gem360.in/gem360/1402221131-B-1/thumb.jpg,https://view.gem360.in/gem360/1402221131-B-1/gem360-1402221131-B-1.html,https://www.igi.org/reports/verify-your-report-app?r=517201288,428.0,IGI,,,,,VVS2,Excellent,Excellent,Excellent,73.5,70.0,,,,None,Radiant 2.01ct I VVS2,,,,,EYE CLEAN,-96.0,None,,2022-02-24T11:57:44.258Z,2022-11-25T09:04:34.652Z,428.0,860.28,VVS2,VVS2,,,Excellent,EX,None,None,IGI,IGI,Excellent,EX,Radiant,RAD,Excellent,EX,Vihan Gems.,,,,,,,,,Radiant 2.01ct I VVS2,8141491891,9879820993,bhavinshah_4029@yahoo.in,Bhavin Shah,"306,navpad bullding ,jadakhadi,mahidharpura",Surat,,India,395009,
40799952,B-8,26374,540.00,1.2,Surat,,India,1,517201289,Pear,F,,,,1.54,https://view.gem360.in/gem360/1602221105-B-8/thumb.jpg,https://view.gem360.in/gem360/1602221105-B-8/gem360-1602221105-B-8.html,https://www.igi.org/reports/verify-your-report-app?r=517201289,450.0,IGI,,,,,VS1,Excellent,Very Good,Excellent,61.1,62.0,,,,None,Pear 1.20ct F VS1,,,,,EYE CLEAN,-94.0,None,,2022-02-24T11:57:44.425Z,2022-11-25T09:04:34.652Z,450.0,540.0,VS1,VS1,,,Excellent,EX,None,None,IGI,IGI,Excellent,EX,Pear,PS,Very Good,VG,Vihan Gems.,,,,,,,,,Pear 1.20ct F VS1,8141491891,9879820993,bhavinshah_4029@yahoo.in,Bhavin Shah,"306,navpad bullding ,jadakhadi,mahidharpura",Surat,,India,395009,
40799953,B-11,26374,1320.00,2.0,Surat,,India,1,517201290,Marquise,G,,,,1.83,https://view.gem360.in/gem360/1602221111-B-11/thumb.jpg,https://view.gem360.in/gem360/1602221111-B-11/gem360-1602221111-B-11.html,https://www.igi.org/reports/verify-your-report-app?r=517201290,660.0,IGI,,,,,VVS2,Excellent,Excellent,Excellent,58.3,68.5,,,,None,Marquise 2.00ct G VVS2,,,,,EYE CLEAN,-96.0,None,,2022-02-24T11:57:44.710Z,2022-11-25T09:04:34.652Z,660.0,1320.0,VVS2,VVS2,,,Excellent,EX,None,None,IGI,IGI,Excellent,EX,Marquise,MQ,Excellent,EX,Vihan Gems.,,,,,,,,,Marquise 2.00ct G VVS2,8141491891,9879820993,bhavinshah_4029@yahoo.in,Bhavin Shah,"306,navpad bullding ,jadakhadi,mahidharpura",Surat,,India,395009,
40799955,LC0069,26307,627.00,1.0,,,St,1,,Round,E,6.36,6.41,3.98,,https://thelabimage.com/REALIMAGELAB/LC0069.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0069.HTML,,627.0,IGI,,,,,VVS2,Ideal,Excellent,Excellent,62.3,55.5,,MEDIUM (FACETED),,None,Round 1.00ct E VVS2,15.5,35.4,42.5,40.5,100,-95.25,None,3.9,2022-02-24T11:59:12.520Z,2022-11-29T08:25:37.288Z,627.0,627.0,VVS2,VVS2,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.00ct E VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40799956,LC0068,26307,752.40,1.2,,,St,1,,Round,E,6.82,6.86,4.18,,https://thelabimage.com/REALIMAGELAB/LC0068.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0068.HTML,,627.0,IGI,,,,,VVS2,Ideal,Excellent,Excellent,61.1,58.5,,MEDIUM (FACETED),,None,Round 1.20ct E VVS2,13.5,33.0,43.5,41.2,100,-95.25,None,3.9,2022-02-24T11:59:12.801Z,2022-11-29T08:25:37.288Z,627.0,752.4,VVS2,VVS2,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,,,,,,,Round 1.20ct E VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40799959,LC0071,26307,588.82,1.08,,,St,1,,Oval,D,8.46,5.85,3.6,1.45,https://thelabimage.com/REALIMAGELAB/LC0071.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0071.HTML,,545.2,IGI,,,,,VVS2,,Excellent,Excellent,61.5,55.0,SLIGHTLY THICK (FACETED),Medium,,None,Oval 1.08ct D VVS2,14.0,32.7,44.0,40.3,100,-94.2,None,3.4,2022-02-24T11:59:19.817Z,2022-11-29T08:25:37.288Z,545.2,588.82,VVS2,VVS2,None,N,,,None,None,IGI,IGI,Excellent,EX,Oval,OV,Excellent,EX,Pal Diam,,,Medium,Medium,,,,,Oval 1.08ct D VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40804182,K507H-94,21400,329.40,1.0,Mumbai,,India,1,516274490,Asscher,G,5.55,5.52,3.64,1.01,https://videos.gem360.in/imaged/516274490/still.jpg,https://videos.gem360.in/Vision360.html?d=516274490,https://www.igi.org/viewpdf.php?r=LG516274490,329.4,IGI,,,,,SI1,,Very Good,Excellent,65.9,70.0,,,,None,Asscher 1.00ct G SI1,,,,,,-93.9,None,,2022-02-24T12:58:10.322Z,2022-11-26T14:54:50.372Z,329.4,329.4,SI1,SI1,,,,,None,None,IGI,IGI,Excellent,EX,Asscher,AC,Very Good,VG,Brahmani Gems (Mumbai),,,,,,,,,Asscher 1.00ct G SI1,7021219893,9833431844,brahmanigems@gmail.com,Sumant Mendpara,Dw3200 Bharat Diamond Bourse Bkc Bandra East,Mumbai,,India,,
40804205,K507H-14,21400,1165.25,1.53,Mumbai,,India,1,515217751,Asscher,D,6.52,6.51,4.04,1.0,https://videos.gem360.in/imaged/515217751/still.jpg,https://videos.gem360.in/Vision360.html?d=515217751,https://www.igi.org/viewpdf.php?r=LG515217751,761.6,IGI,,,,,VS1,,Excellent,Excellent,62.1,62.0,,,,None,Asscher 1.53ct D VS1,,,,,,-94.4,None,,2022-02-24T12:58:13.986Z,2022-11-26T14:54:50.372Z,761.6,1165.248,VS1,VS1,,,,,None,None,IGI,IGI,Excellent,EX,Asscher,AC,Excellent,EX,Brahmani Gems (Mumbai),,,,,,,,,Asscher 1.53ct D VS1,7021219893,9833431844,brahmanigems@gmail.com,Sumant Mendpara,Dw3200 Bharat Diamond Bourse Bkc Bandra East,Mumbai,,India,,
40804238,K507H-1,21400,1009.80,1.8,Mumbai,,India,1,514289879,Cushion,H,7.21,7.17,4.58,1.01,https://videos.gem360.in/imaged/514289879/still.jpg,https://videos.gem360.in/Vision360.html?d=514289879,https://www.igi.org/viewpdf.php?r=LG514289879,561.0,IGI,,,,,SI1,,Excellent,Excellent,63.9,62.5,,,,None,Cushion 1.80ct H SI1,,,,,,-93.4,None,,2022-02-24T12:58:20.199Z,2022-11-26T14:54:50.372Z,561.0,1009.8,SI1,SI1,,,,,None,None,IGI,IGI,Excellent,EX,Cushion,CU,Excellent,EX,Brahmani Gems (Mumbai),,,,,,,,,Cushion 1.80ct H SI1,7021219893,9833431844,brahmanigems@gmail.com,Sumant Mendpara,Dw3200 Bharat Diamond Bourse Bkc Bandra East,Mumbai,,India,,
40917711,B-17,26374,640.50,1.5,Surat,,India,1,517201293,Pear,H,,,,1.63,https://view.gem360.in/gem360/1002221147-B-17/thumb.jpg,https://view.gem360.in/gem360/1002221147-B-17/gem360-1002221147-B-17.html,https://www.igi.org/reports/verify-your-report-app?r=517201293,427.0,IGI,,,,,VS1,Excellent,Very Good,Excellent,65.7,59.5,,,,None,Pear 1.50ct H VS1,,,,,EYE CLEAN,-95.51,None,,2022-02-26T04:58:23.879Z,2022-11-25T09:04:34.652Z,427.0,640.5,VS1,VS1,,,Excellent,EX,None,None,IGI,IGI,Excellent,EX,Pear,PS,Very Good,VG,Vihan Gems.,,,,,,,,,Pear 1.50ct H VS1,8141491891,9879820993,bhavinshah_4029@yahoo.in,Bhavin Shah,"306,navpad bullding ,jadakhadi,mahidharpura",Surat,,India,395009,
40918045,RM32-7,21776,2041.20,2.52,,,India,1,515217478,Oval,F,10.66,7.64,4.83,1.4,https://view.gem360.in/gem360/2602220528-RM32-7/thumb.jpg,https://view.gem360.in/gem360/2602220528-RM32-7/gem360-2602220528-RM32-7.html,https://www.igi.org/viewpdf.php?r=515217478,810.0,IGI,,,,,VVS2,,Excellent,Excellent,63.2,57.0,,,,None,Oval 2.52ct F VVS2,,,,,YES,-95.5,None,,2022-02-26T06:51:25.805Z,2022-11-28T10:21:44.972Z,810.0,2041.2,VVS2,VVS2,,,,,None,None,IGI,IGI,Excellent,EX,Oval,OV,Excellent,EX,Shreeji Diamond.,,,,,,,,,Oval 2.52ct F VVS2,9429379019,9624744882,shreejidiamondpal@gmail.com,Rahul Patel,Mahidhapura,Surat,,India,395003,
40919403,LD0002,26307,591.50,0.91,,,India,1,,Round,D,6.27,6.33,3.73,,https://thelabimage.com/REALIMAGELAB/LD0002.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LD0002.HTML,,650.0,IGI,,,,,VVS2,Ideal,Excellent,Excellent,59.3,58.5,SLIGHTLY THICK (FACETED),Medium,,None,Round 0.91ct D VVS2,13.5,33.1,42.0,40.2,100,-93.75,None,3.7,2022-02-26T12:16:19.994Z,2022-11-29T08:25:37.288Z,650.0,591.5,VVS2,VVS2,None,N,Ideal,ID,None,None,IGI,IGI,Excellent,EX,Round,RB,Excellent,EX,Pal Diam,,,Medium,Medium,,,,,Round 0.91ct D VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40919410,LC0070,26307,654.38,1.19,,,St,1,,Oval,D,8.51,6.06,3.78,1.4,https://thelabimage.com/REALIMAGELAB/LC0070.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0070.HTML,,549.9,IGI,,,,,VVS2,,Excellent,Excellent,62.4,59.0,MEDIUM (FACETED),Thin,,None,Oval 1.19ct D VVS2,15.5,37.2,43.0,40.3,100,-94.15,None,4.1,2022-02-26T12:16:30.049Z,2022-11-29T08:25:37.288Z,549.9,654.38,VVS2,VVS2,None,N,,,None,None,IGI,IGI,Excellent,EX,Oval,OV,Excellent,EX,Pal Diam,,,Thin,Thin,,,,,Oval 1.19ct D VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40919411,LC0075,26307,652.76,1.23,,,St,1,,Oval,E,8.54,6.08,3.83,1.4,https://thelabimage.com/REALIMAGELAB/LC0075.jpg,https://thelabimage.com/VIDEOIMAGELABHTML/LC0075.HTML,,530.7,IGI,,,,,VVS2,,Excellent,Excellent,63.0,58.0,,MEDIUM (FACETED),,None,Oval 1.23ct E VVS2,15.5,36.5,44.5,40.5,100,-93.9,None,3.3,2022-02-26T12:16:30.330Z,2022-11-29T08:25:37.288Z,530.7,652.76,VVS2,VVS2,None,N,,,None,None,IGI,IGI,Excellent,EX,Oval,OV,Excellent,EX,Pal Diam,,,,,,,,,Oval 1.23ct E VVS2,9820194599,9925499963,paldiam@hotmail.com,alpeshkumar saspara,"dw-2150,2160  bharat diamond bourse bkc.",Mumbai,,India,400051,
40959404,B-7,26374,622.44,1.71,Surat,,India,1,519227829,Cushion,G,,,,1.14,https://view.gem360.in/gem360/2202221018-B-7/thumb.jpg,https://view.gem360.in/gem360/2202221018-B-7/gem360-2202221018-B-7.html,https://www.igi.org/reports/verify-your-report-app?r=519227829,364.0,IGI,,,,,VS2,Excellent,Excellent,Excellent,64.8,70.0,,,,None,Cushion 1.71ct G VS2,,,,,EYE CLEAN,-96.5,None,,2022-02-28T10:05:43.318Z,2022-11-25T09:04:34.652Z,364.0,622.44,VS2,VS2,,,Excellent,EX,None,None,IGI,IGI,Excellent,EX,Cushion,CU,Excellent,EX,Vihan Gems.,,,,,,,,,Cushion 1.71ct G VS2,8141491891,9879820993,bhavinshah_4029@yahoo.in,Bhavin Shah,"306,navpad bullding ,jadakhadi,mahidharpura",Surat,,India,395009,
